ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;additive_terms;additive_terms_lower;additive_terms_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
2033-11-30;19.891573410943025;20.896947736812226;23.293324233810363;19.87865731378996;19.905128421361002;2.2465850053832725;2.2465850053832725;2.2465850053832725;2.2465850053832725;2.2465850053832725;2.2465850053832725;0.0;0.0;0.0;22.1381584163263
2033-12-31;19.893027344099927;21.936077518632228;24.50522398723314;19.8799955753424;19.906773549273904;3.3338701671193096;3.3338701671193096;3.3338701671193096;3.3338701671193096;3.3338701671193096;3.3338701671193096;0.0;0.0;0.0;23.226897511219235
2034-01-31;19.89448127725683;21.31380571023838;23.932091952389726;19.881317757604368;19.908423486173653;2.700331330530301;2.700331330530301;2.700331330530301;2.700331330530301;2.700331330530301;2.700331330530301;0.0;0.0;0.0;22.59481260778713
2034-02-28;19.895794507204997;21.811466992691717;24.354838168046538;19.882509173172178;19.909935815702987;3.156080764299625;3.156080764299625;3.156080764299625;3.156080764299625;3.156080764299625;3.156080764299625;0.0;0.0;0.0;23.05187527150462
2034-03-31;19.8972484403619;19.191125111894124;21.804619163898636;19.88389324114812;19.911594553221992;0.5670123201949087;0.5670123201949087;0.5670123201949087;0.5670123201949087;0.5670123201949087;0.5670123201949087;0.0;0.0;0.0;20.464260760556808
2034-04-30;19.89865547244922;17.18693618807954;19.70373552771322;19.885192463083357;19.913197438087188;-1.4273141128890756;-1.4273141128890756;-1.4273141128890756;-1.4273141128890756;-1.4273141128890756;-1.4273141128890756;0.0;0.0;0.0;18.471341359560146
2034-05-31;19.900109405606123;15.688296827884503;18.195985551251486;19.886521034238253;19.91484583446269;-2.9603569767066302;-2.9603569767066302;-2.9603569767066302;-2.9603569767066302;-2.9603569767066302;-2.9603569767066302;0.0;0.0;0.0;16.939752428899492
2034-06-30;19.90151643769345;15.625308270957607;18.158061371491996;19.887749278743186;19.916470836818544;-2.9727166914681606;-2.9727166914681606;-2.9727166914681606;-2.9727166914681606;-2.9727166914681606;-2.9727166914681606;0.0;0.0;0.0;16.928799746225287
2034-07-31;19.90297037085035;16.42469446981682;18.937961268555334;19.888896630359433;19.91809989482194;-2.163533468260094;-2.163533468260094;-2.163533468260094;-2.163533468260094;-2.163533468260094;-2.163533468260094;0.0;0.0;0.0;17.739436902590256
2034-08-31;19.90442430400725;17.120212771632477;19.633367450604098;19.889884697603094;19.91974968075672;-1.6023586191086066;-1.6023586191086066;-1.6023586191086066;-1.6023586191086066;-1.6023586191086066;-1.6023586191086066;0.0;0.0;0.0;18.302065684898643
2034-09-30;19.905831336094575;18.12918064932954;20.698732382015354;19.891387408903192;19.921352565621916;-0.5133009877367012;-0.5133009877367012;-0.5133009877367012;-0.5133009877367012;-0.5133009877367012;-0.5133009877367012;0.0;0.0;0.0;19.392530348357873
2034-10-31;19.907285269251478;19.735462089741606;22.25275688113516;19.892679525894938;19.923002351556693;1.1211898579954653;1.1211898579954653;1.1211898579954653;1.1211898579954653;1.1211898579954653;1.1211898579954653;0.0;0.0;0.0;21.028475127246942
2034-11-30;19.9086923013388;20.975071420303863;23.450114850410333;19.89386387533491;19.924601326772326;2.2694199401775625;2.2694199401775625;2.2694199401775625;2.2694199401775625;2.2694199401775625;2.2694199401775625;0.0;0.0;0.0;22.178112241516363
2034-12-31;19.9101462344957;22.011854503714037;24.57340663409663;19.89512079715061;19.926250855894203;3.3851180781618626;3.3851180781618626;3.3851180781618626;3.3851180781618626;3.3851180781618626;3.3851180781618626;0.0;0.0;0.0;23.29526431265756
2035-01-31;19.9116001676526;21.154172679347425;23.717333132021885;19.896375484863142;19.927778071785514;2.5304158930165532;2.5304158930165532;2.5304158930165532;2.5304158930165532;2.5304158930165532;2.5304158930165532;0.0;0.0;0.0;22.442016060669154
2035-02-28;19.91291339760077;21.95971054105883;24.526111183649185;19.897485571265484;19.929298705859523;3.2917413229514194;3.2917413229514194;3.2917413229514194;3.2917413229514194;3.2917413229514194;3.2917413229514194;0.0;0.0;0.0;23.204654720552192
2035-03-31;19.914367330757674;19.283958364005297;21.755109061887275;19.89871869005136;19.93097322376384;0.5461804616281332;0.5461804616281332;0.5461804616281332;0.5461804616281332;0.5461804616281332;0.5461804616281332;0.0;0.0;0.0;20.460547792385807
2035-04-30;19.915774362844996;17.244562447015962;19.848080956878114;19.899916600514622;19.93260261509908;-1.3949828508027609;-1.3949828508027609;-1.3949828508027609;-1.3949828508027609;-1.3949828508027609;-1.3949828508027609;0.0;0.0;0.0;18.520791512042234
2035-05-31;19.9172282960019;15.59562488052138;18.19772316241182;19.901234784348702;19.934227139770734;-3.008419700032145;-3.008419700032145;-3.008419700032145;-3.008419700032145;-3.008419700032145;-3.008419700032145;0.0;0.0;0.0;16.908808595969752
2035-06-30;19.918635328089223;15.719524827828229;18.21501329979128;19.902501848065818;19.935785505039817;-2.9011716027754986;-2.9011716027754986;-2.9011716027754986;-2.9011716027754986;-2.9011716027754986;-2.9011716027754986;0.0;0.0;0.0;17.017463725313725
2035-07-31;19.920089261246126;16.57670580225652;19.05037823309422;19.903819143903128;19.93738294679607;-2.1482788370921537;-2.1482788370921537;-2.1482788370921537;-2.1482788370921537;-2.1482788370921537;-2.1482788370921537;0.0;0.0;0.0;17.771810424153973
2035-08-31;19.921543194403025;17.019284960015415;19.500344603118823;19.90513643974043;19.93899296239189;-1.6649829375760363;-1.6649829375760363;-1.6649829375760363;-1.6649829375760363;-1.6649829375760363;-1.6649829375760363;0.0;0.0;0.0;18.25656025682699
2035-09-30;19.92295022649035;18.047676992945735;20.70309250248975;19.90640683450816;19.940534835082815;-0.5986741047942034;-0.5986741047942034;-0.5986741047942034;-0.5986741047942034;-0.5986741047942034;-0.5986741047942034;0.0;0.0;0.0;19.324276121696148
2035-10-31;19.92440415964725;19.78298922402882;22.370940957909745;19.907656202526802;19.94217217189095;1.1878739307480957;1.1878739307480957;1.1878739307480957;1.1878739307480957;1.1878739307480957;1.1878739307480957;0.0;0.0;0.0;21.112278090395346
2035-11-30;19.925811191734574;20.957956698480622;23.48391006940934;19.908966092623977;19.943777885910677;2.2915825265844125;2.2915825265844125;2.2915825265844125;2.2915825265844125;2.2915825265844125;2.2915825265844125;0.0;0.0;0.0;22.217393718318988
2035-12-31;19.927265124891477;22.048007430112676;24.587736070288106;19.91023531232539;19.94545791059067;3.4333483063631802;3.4333483063631802;3.4333483063631802;3.4333483063631802;3.4333483063631802;3.4333483063631802;0.0;0.0;0.0;23.360613431254656
2036-01-31;19.928719058048376;21.05424910876848;23.544069804799115;19.911528748174284;19.94716651374193;2.361025279730066;2.361025279730066;2.361025279730066;2.361025279730066;2.361025279730066;2.361025279730066;0.0;0.0;0.0;22.28974433777844
